Applicant_ID,Name,Age,Education,Employment_Type,Employment_Years,Dependents,Marital_Status,Annual_Income,Monthly_Expenses,Existing_Loans,Existing_EMI,Savings_Balance,Asset_Value,Credit_Score,Credit_History_Years,Previous_Default,Number_of_Credit_Accounts,Late_Payments,Loan_Amount_Requested,Loan_Term_Months,Loan_Purpose,Monthly_Income,DTI_Ratio,Loan_to_Income,Disposable_Income,Loan_Status,Default_Status
APP_00416,Jennifer Cook,53,Diploma,Self-Employed,13,0,Married,916264,41297,1,9489,193985,3136098,565,13,0,8,2,1198684,48,Home,76355.33,12.43,1.308,25569.33,Approved,1
APP_00417,Ryan Wright,50,Postgraduate,Salaried,3,0,Married,792336,25245,1,3879,235082,3364146,740,14,0,8,1,889152,60,Vehicle,66028.0,5.87,1.122,36904.0,Approved,0
APP_00418,Ryan Howe,58,Postgraduate,Salaried,32,0,Single,571418,11710,2,8704,176045,670694,729,17,0,3,2,463163,12,Education,47618.17,18.28,0.811,27204.17,Approved,0
APP_00419,John Russell,25,Graduate,Business Owner,4,3,Single,962816,34235,0,0,532354,2491008,716,3,0,3,1,849829,24,Vehicle,80234.67,0.0,0.883,45999.67,Approved,0
APP_00420,Christine Garcia,44,Diploma,Self-Employed,22,3,Married,935452,20704,2,24860,434910,1706679,656,11,1,7,0,1407457,48,Business,77954.33,31.89,1.505,32390.33,Rejected,1
APP_00421,Dr. Alan Dennis,56,Graduate,Self-Employed,31,1,Single,525235,18152,0,0,89560,492175,740,7,0,1,0,304430,84,Education,43769.58,0.0,0.58,25617.58,Approved,0
APP_00422,Jordan Cox,23,Graduate,Salaried,0,2,Married,654363,21824,0,0,235961,1181408,567,4,0,3,3,729409,36,Vehicle,54530.25,0.0,1.115,32706.25,Approved,1
APP_00423,Richard Gilbert,28,Postgraduate,Self-Employed,1,1,Single,859373,32142,2,22120,424906,1934142,805,7,0,3,1,1152424,84,Education,71614.42,30.89,1.341,17352.42,Approved,0
APP_00424,Bobby Thomas,45,Graduate,Salaried,8,0,Married,670050,23289,3,23604,231783,2910647,744,11,0,5,1,596865,36,Business,55837.5,42.27,0.891,8944.5,Approved,0
APP_00425,Carl Perry,58,Graduate,Salaried,17,0,Married,727973,13542,0,0,264852,2028039,703,3,0,7,4,491836,84,Business,60664.42,0.0,0.676,47122.42,Approved,0
APP_00426,Jason Holt,54,High School,Self-Employed,19,2,Single,802285,35389,4,30085,10000,2734065,613,14,0,3,1,401977,60,Vehicle,66857.08,45.0,0.501,1383.08,Rejected,1
APP_00427,Joseph Cooper,64,Postgraduate,Salaried,16,3,Married,555207,23757,3,20820,148165,1712193,779,3,0,2,0,436063,36,Business,46267.25,45.0,0.785,1690.25,Approved,0
APP_00428,Susan Wilson,63,Graduate,Business Owner,13,4,Married,539021,13014,0,0,67496,484781,744,4,0,4,0,167569,48,Home,44918.42,0.0,0.311,31904.42,Approved,0
APP_00429,David Barnett,42,Graduate,Salaried,17,4,Single,806766,29767,2,22838,297367,1506832,725,18,0,5,1,503295,24,Education,67230.5,33.97,0.624,14625.5,Approved,0
APP_00430,Ashley Hatfield,35,Graduate,Salaried,9,1,Married,857880,32569,1,10791,121239,2368406,649,16,1,1,1,524652,48,Education,71490.0,15.09,0.612,28130.0,Rejected,1
APP_00431,Cindy Washington,26,Graduate,Contract,6,0,Married,439957,8246,1,16498,10853,1458222,625,2,0,2,6,556793,120,Home,36663.08,45.0,1.266,11919.08,Rejected,0
APP_00432,Melissa Evans,54,Graduate,Salaried,26,0,Married,543320,21131,1,5615,226452,748556,693,10,0,2,1,511590,48,Vehicle,45276.67,12.4,0.942,18530.67,Approved,0
APP_00433,Kimberly Perry,43,Graduate,Salaried,18,4,Married,372481,8328,2,13968,107490,988015,581,8,0,3,0,391979,12,Business,31040.08,45.0,1.052,8744.08,Rejected,1
APP_00434,Jared Harris,39,Graduate,Self-Employed,7,4,Married,542258,20188,4,20334,94650,1528546,689,5,0,5,0,601591,84,Business,45188.17,45.0,1.109,4666.17,Approved,0
APP_00435,Lori Romero,49,Postgraduate,Self-Employed,24,1,Married,835390,34945,4,27617,221787,1893322,704,21,0,2,0,393220,120,Vehicle,69615.83,39.67,0.471,7053.83,Approved,0
APP_00436,Julie James,51,Diploma,Salaried,5,2,Married,755343,26784,1,11472,298950,3170645,713,8,0,8,1,669618,24,Vehicle,62945.25,18.23,0.887,24689.25,Approved,0
APP_00437,Michael Burns,65,Postgraduate,Salaried,13,4,Single,660338,26349,0,0,251753,2273503,702,21,0,7,1,1099384,12,Business,55028.17,0.0,1.665,28679.17,Rejected,0
APP_00438,Aaron Taylor,51,Graduate,Salaried,4,2,Married,863759,21464,2,16873,291504,1908160,728,17,0,4,0,1122477,48,Personal,71979.92,23.44,1.3,33642.92,Approved,0
APP_00439,Brittany Bradley,38,Graduate,Self-Employed,11,1,Married,631745,20548,3,23690,14871,239849,777,20,0,8,0,280670,48,Business,52645.42,45.0,0.444,8407.42,Approved,0
APP_00440,Cynthia Scott,61,High School,Salaried,18,0,Married,870443,31465,1,6030,257699,3451764,631,23,1,8,6,202475,120,Home,72536.92,8.31,0.233,35041.92,Rejected,1
APP_00441,Trevor Lang,38,High School,Salaried,11,1,Married,507796,20822,1,17432,205110,1788438,704,20,0,7,0,384788,60,Personal,42316.33,41.19,0.758,4062.33,Approved,0
APP_00442,Sheila Bennett,55,Postgraduate,Contract,30,3,Single,329654,10752,3,12362,83298,443925,723,13,0,3,2,500756,36,Business,27471.17,45.0,1.519,4357.17,Approved,1
APP_00443,Rebecca Mercer,37,Postgraduate,Salaried,3,1,Married,662297,19884,1,8539,211237,2183215,806,12,0,5,0,146626,48,Personal,55191.42,15.47,0.221,26768.42,Approved,0
APP_00444,Jacob Wilkins,27,Graduate,Contract,6,4,Single,580496,19225,2,21768,208222,3222746,706,7,0,3,1,400868,36,Medical,48374.67,45.0,0.691,7381.67,Rejected,0
APP_00445,Jordan Marks,43,High School,Contract,2,4,Single,481855,9344,2,18069,232472,816411,678,13,0,4,0,707189,48,Personal,40154.58,45.0,1.468,12741.58,Rejected,1
APP_00446,Erika Rose,64,Graduate,Business Owner,31,0,Single,1445556,29716,0,0,182122,6774659,581,2,1,8,0,1822374,48,Education,120463.0,0.0,1.261,90747.0,Rejected,1
APP_00447,Lauren Wells,52,Graduate,Contract,1,1,Married,746528,17165,3,27994,260124,2969778,586,23,1,6,2,401584,24,Medical,62210.67,45.0,0.538,17051.67,Rejected,1
APP_00448,James Salinas,44,Graduate,Business Owner,18,3,Single,897641,37868,0,0,506856,1179623,496,1,1,4,6,1431543,48,Vehicle,74803.42,0.0,1.595,36935.42,Rejected,1
APP_00449,Thomas Compton,32,Graduate,Self-Employed,4,2,Married,664166,19746,0,0,313042,1172471,756,3,0,2,0,635812,48,Personal,55347.17,0.0,0.957,35601.17,Approved,0
APP_00450,Christopher Kelly,42,Graduate,Business Owner,15,3,Married,1072367,31432,2,18046,378101,2519558,726,17,0,4,0,172160,48,Vehicle,89363.92,20.19,0.161,39885.92,Approved,0
APP_00451,Christy Abbott,35,High School,Business Owner,7,3,Married,979702,33479,4,36738,394666,4177076,750,8,0,3,0,1203016,84,Personal,81641.83,45.0,1.228,11424.83,Approved,0
APP_00452,Dr. Timothy Rubio,31,Graduate,Salaried,1,3,Married,733580,29760,0,0,261313,2008728,693,9,0,5,0,386622,60,Vehicle,61131.67,0.0,0.527,31371.67,Approved,0
APP_00453,Zachary Nelson,41,Graduate,Contract,2,0,Married,497688,18405,1,10852,78044,614547,803,17,0,1,0,50000,36,Personal,41474.0,26.17,0.1,12217.0,Approved,0
APP_00454,Crystal Guzman,39,Graduate,Salaried,5,2,Married,578547,15515,0,0,187178,1964114,765,8,0,5,0,560437,36,Business,48212.25,0.0,0.969,32697.25,Approved,0
APP_00455,Ryan Moore,50,Graduate,Business Owner,15,3,Married,1144049,33625,2,30681,277286,3506254,737,14,0,2,0,1126343,84,Medical,95337.42,32.18,0.985,31031.42,Approved,0
APP_00456,Richard Payne,38,High School,Salaried,8,0,Single,814535,29358,0,0,144901,1773023,596,10,1,1,0,1137834,60,Personal,67877.92,0.0,1.397,38519.92,Rejected,1
APP_00457,Thomas Wilkinson,55,Graduate,Salaried,26,0,Married,815576,17121,0,0,416328,1876589,702,4,0,5,0,585334,24,Personal,67964.67,0.0,0.718,50843.67,Approved,0
APP_00458,Rachel Clarke,40,Graduate,Salaried,11,0,Single,447510,18718,0,0,249009,641133,679,10,0,2,0,261298,36,Home,37292.5,0.0,0.584,18574.5,Approved,0
APP_00459,Robert Duffy,36,Diploma,Business Owner,11,3,Married,871126,20306,3,27812,479118,2688217,789,1,0,8,0,1279165,84,Personal,72593.83,38.31,1.468,24475.83,Approved,0
APP_00460,Nina Wells,35,Graduate,Salaried,12,4,Married,740637,33309,1,11360,352181,1650466,600,9,0,7,5,634115,24,Education,61719.75,18.41,0.856,17050.75,Rejected,0
APP_00461,Shaun Warren,63,Graduate,Salaried,2,4,Single,658513,26942,0,0,266171,2765881,747,5,1,6,0,311285,120,Personal,54876.08,0.0,0.473,27934.08,Approved,0
APP_00462,James Newman,42,Graduate,Salaried,2,0,Married,597878,24466,4,22420,283861,1266785,625,9,0,5,2,258743,48,Personal,49823.17,45.0,0.433,2937.17,Rejected,1
APP_00463,Jose Oneill,52,Graduate,Self-Employed,16,4,Single,492131,20511,1,9259,196976,2092115,649,20,0,8,4,472170,84,Personal,41010.92,22.58,0.959,11240.92,Rejected,0
APP_00464,Tara Zhang,47,Graduate,Business Owner,25,4,Married,987332,44335,4,21354,199708,2536059,583,21,0,1,6,600567,120,Vehicle,82277.67,25.95,0.608,16588.67,Approved,1
APP_00465,Linda Robinson,22,Postgraduate,Salaried,0,3,Single,867389,34695,4,29186,197222,2271857,638,2,0,6,0,1299093,120,Business,72282.42,40.38,1.498,8401.42,Rejected,1
APP_00466,Lisa Torres,44,Graduate,Business Owner,3,1,Single,482056,14533,3,18077,149795,1523890,748,14,0,8,1,383191,24,Personal,40171.33,45.0,0.795,7561.33,Approved,0
APP_00467,Jacqueline Ward,51,Graduate,Business Owner,28,1,Single,618979,23935,1,3990,184696,1024142,681,7,0,4,2,726368,12,Home,51581.58,7.74,1.173,23656.58,Approved,0
APP_00468,Steven Ball,34,High School,Business Owner,7,4,Married,909144,23661,0,0,352638,2914116,641,14,1,7,1,1121938,120,Medical,75762.0,0.0,1.234,52101.0,Rejected,1
APP_00469,Tyler Richardson,42,High School,Salaried,2,3,Single,619187,26894,0,0,179615,1391849,680,7,1,6,0,507702,12,Business,51598.92,0.0,0.82,24704.92,Approved,1
APP_00470,Warren West,32,Graduate,Business Owner,9,0,Single,1205764,49020,2,13990,311674,2110276,673,11,0,1,0,1729570,120,Personal,100480.33,13.92,1.434,37470.33,Approved,0
APP_00471,Elizabeth Gardner,61,Diploma,Business Owner,20,3,Married,1167919,31569,2,26950,464638,1223813,565,22,1,7,0,433361,12,Personal,97326.58,27.69,0.371,38807.58,Rejected,1
APP_00472,Michael Richardson,29,Graduate,Self-Employed,8,4,Married,786299,30813,1,14795,137009,1012236,744,11,0,3,0,1157077,12,Home,65524.92,22.58,1.472,19916.92,Approved,0
APP_00473,Brian Adams,43,Diploma,Salaried,2,0,Married,281413,6895,0,0,129893,765182,656,5,0,4,0,325295,48,Business,23451.08,0.0,1.156,16556.08,Approved,0
APP_00474,Christopher Harrison,54,Graduate,Salaried,20,4,Married,716655,28775,4,26874,107389,2532078,644,1,1,6,6,153881,12,Business,59721.25,45.0,0.215,4072.25,Rejected,1
APP_00475,Mandy Hill,36,Postgraduate,Business Owner,5,1,Married,714662,23694,2,24399,250471,826417,741,15,0,4,0,1012955,120,Home,59555.17,40.97,1.417,11462.17,Approved,0
APP_00476,Matthew Lawrence,40,Graduate,Self-Employed,4,3,Married,615296,20644,3,23073,173009,715440,666,10,0,2,0,440512,12,Vehicle,51274.67,45.0,0.716,7557.67,Rejected,1
APP_00477,Karen Faulkner,47,High School,Salaried,19,2,Single,578526,19065,1,13956,307576,610045,715,20,0,8,0,553557,84,Medical,48210.5,28.95,0.957,15189.5,Approved,0
APP_00478,Eric Thomas,62,Postgraduate,Business Owner,29,1,Married,1052448,37003,1,16708,462381,2867869,649,8,0,7,2,1425135,60,Personal,87704.0,19.05,1.354,33993.0,Rejected,0
APP_00479,Roger Woodard,45,Postgraduate,Salaried,12,0,Married,658213,23058,3,24682,180697,2376748,584,25,1,7,6,312591,120,Business,54851.08,45.0,0.475,7111.08,Rejected,1
APP_00480,Robert Young,47,Graduate,Salaried,24,0,Single,749845,18966,2,26422,370691,2060177,765,5,0,5,0,1047480,36,Vehicle,62487.08,42.28,1.397,17099.08,Rejected,0
APP_00481,Nicholas Villarreal,41,Graduate,Business Owner,17,3,Single,980834,23295,4,36781,206913,2110903,806,14,0,8,1,991169,24,Personal,81736.17,45.0,1.011,21660.17,Approved,0
APP_00482,Kaitlyn Fisher,51,Postgraduate,Contract,11,2,Single,414156,17285,3,15530,106261,756532,658,10,0,4,2,662199,48,Vehicle,34513.0,45.0,1.599,1698.0,Rejected,1
APP_00483,Sarah Collier,51,Graduate,Self-Employed,20,1,Single,945782,26048,2,23946,337074,2211296,767,5,0,4,0,479275,60,Education,78815.17,30.38,0.507,28821.17,Approved,0
APP_00484,Joseph Meyer,31,Diploma,Contract,5,1,Married,491899,12745,3,16916,114985,1344889,694,3,1,5,4,347766,120,Vehicle,40991.58,41.27,0.707,11330.58,Rejected,1
APP_00485,Bradley Koch,22,High School,Salaried,1,4,Married,526733,20287,2,19752,150571,1280561,679,4,0,3,2,631315,120,Education,43894.42,45.0,1.199,3855.42,Rejected,1
APP_00486,Brandon Pena,30,Diploma,Salaried,1,2,Married,502054,19452,0,0,10000,1384453,592,11,1,6,3,462588,36,Education,41837.83,0.0,0.921,22385.83,Rejected,1
APP_00487,Joanne Harper,58,Graduate,Contract,21,2,Single,624119,23581,1,8448,182945,1485125,693,17,0,7,1,642442,24,Vehicle,52009.92,16.24,1.029,19980.92,Approved,0
APP_00488,Andrew Davis,39,Graduate,Salaried,16,3,Single,849385,22831,1,8307,484244,1560969,743,19,0,5,4,932284,84,Medical,70782.08,11.74,1.098,39644.08,Approved,0
APP_00489,Mark Guzman,31,Graduate,Self-Employed,2,1,Married,642393,22199,3,23594,386252,2390616,640,10,0,5,0,790652,60,Business,53532.75,44.07,1.231,7739.75,Rejected,1
APP_00490,Kimberly Hopkins MD,60,Graduate,Salaried,26,0,Single,803469,25563,1,17677,196145,1167910,745,12,0,6,0,1224886,84,Personal,66955.75,26.4,1.524,23715.75,Approved,0
APP_00491,Amy West,61,Graduate,Self-Employed,25,0,Single,892439,29189,1,9436,224335,2400860,663,23,0,1,2,676585,60,Home,74369.92,12.69,0.758,35744.92,Approved,0
APP_00492,Hannah Rosario,28,Graduate,Salaried,4,3,Married,502347,21150,4,18838,206029,1722723,741,3,0,3,3,339953,84,Vehicle,41862.25,45.0,0.677,1874.25,Approved,0
APP_00493,Matthew Wood,38,High School,Salaried,16,3,Single,343794,11896,0,0,122428,677995,622,11,1,4,4,232475,60,Personal,28649.5,0.0,0.676,16753.5,Rejected,1
APP_00494,Jessica Briggs,52,Graduate,Salaried,3,3,Married,775966,27252,1,14490,254577,1729917,661,18,0,7,1,375663,84,Home,64663.83,22.41,0.484,22921.83,Rejected,1
APP_00495,David Moore,22,Postgraduate,Salaried,1,3,Single,786788,19824,2,17994,326096,3309067,598,4,0,2,1,601566,120,Medical,65565.67,27.44,0.765,27747.67,Rejected,1
APP_00496,Catherine Washington,64,Diploma,Salaried,31,3,Married,831812,14279,1,15806,81734,1185246,616,3,1,7,1,1226490,120,Home,69317.67,22.8,1.474,39232.67,Rejected,1
APP_00497,Jon Tate,43,Postgraduate,Salaried,22,0,Married,514887,11409,1,9566,131330,1789249,660,1,1,1,3,293828,12,Home,42907.25,22.29,0.571,21932.25,Rejected,0
APP_00498,Sharon Fleming,39,Graduate,Business Owner,7,1,Married,252101,6682,3,9453,30807,628028,667,8,0,3,0,296143,60,Vehicle,21008.42,45.0,1.175,4873.42,Approved,0
APP_00499,Nathaniel Davidson,54,Graduate,Salaried,5,1,Married,767724,22901,3,28789,143613,2226396,701,25,0,2,3,800583,60,Business,63977.0,45.0,1.043,12287.0,Approved,0
APP_00500,Christina Booker,39,High School,Salaried,10,4,Single,312792,10370,3,11729,37397,665802,759,13,0,5,0,360276,36,Vehicle,26066.0,45.0,1.152,3967.0,Rejected,0
APP_00501,Deborah Parsons,27,High School,Business Owner,1,0,Single,942156,24817,1,15989,369193,2981031,654,4,0,7,0,305683,12,Personal,78513.0,20.36,0.324,37707.0,Approved,0
APP_00502,April Lopez,52,Graduate,Salaried,32,1,Married,721078,32419,2,14958,106127,1215243,658,4,1,4,1,352785,36,Personal,60089.83,24.89,0.489,12712.83,Rejected,1
APP_00503,Theresa Morris,28,High School,Business Owner,5,1,Single,978428,22343,1,13978,271804,2719694,771,2,0,3,0,532702,24,Personal,81535.67,17.14,0.544,45214.67,Approved,0
APP_00504,Christopher Medina,50,Graduate,Contract,12,2,Married,339021,9349,4,12713,85438,1319074,712,23,1,7,1,289620,120,Home,28251.75,45.0,0.854,6189.75,Rejected,1
APP_00505,Cathy Townsend,41,Graduate,Salaried,3,4,Married,624750,13135,4,23428,155982,1761875,742,22,0,6,1,414207,24,Education,52062.5,45.0,0.663,15499.5,Approved,1
APP_00506,Sarah Johnson,40,Graduate,Salaried,10,4,Married,642531,27225,2,24094,270352,876785,673,20,0,6,2,372077,120,Home,53544.25,45.0,0.579,2225.25,Rejected,0
APP_00507,William Mejia,49,Graduate,Salaried,26,2,Single,843300,36361,2,15507,205840,2662212,639,24,0,5,4,677496,24,Business,70275.0,22.07,0.803,18407.0,Rejected,0
APP_00508,Ashley Patel,53,Diploma,Salaried,3,3,Single,623639,17408,2,23386,157299,1896255,723,8,0,6,2,702835,12,Personal,51969.92,45.0,1.127,11175.92,Approved,1
APP_00509,Erica Smith,29,Graduate,Self-Employed,4,2,Married,1193853,27395,0,0,413264,2553882,779,9,0,1,0,572375,60,Personal,99487.75,0.0,0.479,72092.75,Approved,0
APP_00510,Kelly Lewis,53,Postgraduate,Business Owner,11,2,Married,1332637,41849,3,30281,364438,4696961,742,6,0,5,3,761446,12,Home,111053.08,27.27,0.571,38923.08,Approved,0
APP_00511,Charles Lowery,55,Diploma,Business Owner,20,4,Single,1272677,35964,4,39526,544338,3640733,764,14,0,7,0,2234745,48,Personal,106056.42,37.27,1.756,30566.42,Approved,0
APP_00512,Jeff Sanchez,39,Graduate,Salaried,7,0,Married,466699,9696,2,6563,125693,1826221,625,14,1,7,4,620438,24,Personal,38891.58,16.88,1.329,22632.58,Rejected,1
APP_00513,Kathy Rosales,61,Diploma,Salaried,30,2,Married,597491,15661,2,22405,143681,2599454,731,9,0,3,3,613829,120,Personal,49790.92,45.0,1.027,11724.92,Rejected,0
APP_00514,Shawn Roberts,62,Graduate,Salaried,6,3,Single,640554,11204,0,0,287083,1895530,754,8,0,2,0,391901,36,Home,53379.5,0.0,0.612,42175.5,Approved,0
APP_00515,Stephanie Jenkins,27,Diploma,Salaried,6,0,Married,571007,17308,1,15721,73740,1362618,801,6,0,7,0,540498,60,Home,47583.92,33.04,0.947,14554.92,Rejected,0
APP_00516,Pamela Henry,53,Diploma,Self-Employed,12,2,Single,613418,16929,1,16408,197676,1328608,652,6,0,3,1,680706,60,Personal,51118.17,32.1,1.11,17781.17,Approved,1
APP_00517,Danielle Gilbert,30,High School,Self-Employed,0,3,Married,845579,28901,1,8270,195592,1142296,822,4,0,3,0,536673,36,Personal,70464.92,11.74,0.635,33293.92,Approved,0
APP_00518,Jacqueline Waters,21,Diploma,Salaried,1,0,Married,440555,15956,0,0,10000,1252022,732,3,1,6,1,585924,84,Education,36712.92,0.0,1.33,20756.92,Approved,1
APP_00519,Maureen Collins,49,Diploma,Self-Employed,22,2,Married,675849,12749,3,25344,291912,2709423,768,15,0,2,0,889793,24,Business,56320.75,45.0,1.317,18227.75,Approved,0
APP_00520,Elizabeth Carlson,48,Graduate,Salaried,0,3,Single,904857,23879,4,33932,345304,1995255,716,8,0,6,0,1538524,12,Personal,75404.75,45.0,1.7,17593.75,Rejected,1
APP_00521,Darren Moss,58,Postgraduate,Self-Employed,4,4,Married,271664,8018,3,10187,42173,618966,787,23,0,7,0,288469,48,Home,22638.67,45.0,1.062,4433.67,Approved,0
APP_00522,Lisa Johnson,58,Diploma,Salaried,33,3,Married,434444,9639,4,16291,88498,355177,668,9,0,7,0,283604,60,Home,36203.67,45.0,0.653,10273.67,Approved,0
APP_00523,Robert Lee,21,High School,Business Owner,1,3,Married,679337,23857,3,14821,254936,1731694,595,2,0,3,6,599609,84,Vehicle,56611.42,26.18,0.883,17933.42,Rejected,1
APP_00524,Joshua Morgan,23,Postgraduate,Salaried,1,1,Married,531117,21547,0,0,130095,1120439,827,4,1,6,0,720843,12,Medical,44259.75,0.0,1.357,22712.75,Approved,0
APP_00525,Lynn Gamble,38,Postgraduate,Self-Employed,17,2,Single,603326,15421,0,0,113017,368193,673,9,0,7,0,600879,60,Business,50277.17,0.0,0.996,34856.17,Approved,0
APP_00526,Julie Lang,38,Diploma,Self-Employed,7,2,Single,508696,10560,2,19076,109358,1684248,644,4,0,8,6,694415,24,Vehicle,42391.33,45.0,1.365,12755.33,Rejected,1
APP_00527,Caleb Bailey,44,Postgraduate,Salaried,14,1,Single,455828,12335,1,13386,194399,1540121,651,14,0,3,0,320189,84,Business,37985.67,35.24,0.702,12264.67,Approved,0
APP_00528,Mary Spence,22,Postgraduate,Business Owner,0,4,Married,249402,6973,2,9352,69962,528844,686,2,0,5,1,329049,24,Home,20783.5,45.0,1.319,4458.5,Rejected,0
APP_00529,Rachael Goodman,37,Graduate,Salaried,14,1,Single,856549,14954,4,32120,10904,1478172,674,15,0,4,2,709688,12,Medical,71379.08,45.0,0.829,24305.08,Approved,0
APP_00530,Billy Gonzalez,47,Diploma,Salaried,19,3,Married,626857,15916,2,10649,156544,1482307,603,10,1,5,3,440687,60,Personal,52238.08,20.39,0.703,25673.08,Rejected,1
APP_00531,Amy Ellis,33,Postgraduate,Salaried,13,0,Single,653290,27067,0,0,61811,1222742,675,12,0,5,1,999361,48,Business,54440.83,0.0,1.53,27373.83,Approved,0
APP_00532,Terry Evans,59,Graduate,Salaried,13,4,Single,539133,12391,0,0,158488,1077192,767,2,0,7,0,567797,24,Vehicle,44927.75,0.0,1.053,32536.75,Approved,0
APP_00533,Tracy Marquez,32,Graduate,Business Owner,4,1,Single,646212,18931,0,0,258995,1136250,587,12,1,7,6,411102,84,Personal,53851.0,0.0,0.636,34920.0,Rejected,1
APP_00534,Austin Wolf,28,Graduate,Salaried,1,3,Married,432797,7805,1,12143,45487,924300,649,6,1,3,4,571457,24,Home,36066.42,33.67,1.32,16118.42,Rejected,1
APP_00535,Carolyn Wilson,46,Postgraduate,Contract,17,3,Single,310788,9234,3,11654,23742,1269149,719,2,1,2,3,50000,120,Business,25899.0,45.0,0.161,5011.0,Rejected,1
APP_00536,Susan Romero,58,Graduate,Business Owner,3,3,Single,858787,25942,3,32115,84568,1998207,690,24,0,3,0,1305781,60,Vehicle,71565.58,44.87,1.52,13508.58,Approved,1
APP_00537,Amanda Powell,62,High School,Salaried,34,1,Married,1000982,35715,1,8520,233943,2272731,724,2,0,3,0,843259,12,Home,83415.17,10.21,0.842,39180.17,Approved,0
APP_00538,Alexandra Butler,33,Postgraduate,Business Owner,0,0,Married,180000,4211,1,6750,15670,536407,514,2,0,2,0,197972,60,Business,15000.0,45.0,1.1,4039.0,Rejected,1
APP_00539,Albert Barker,61,Graduate,Salaried,14,0,Married,664917,25899,1,13257,228364,1255544,706,12,1,1,0,586165,24,Personal,55409.75,23.93,0.882,16253.75,Rejected,0
APP_00540,Richard Hoffman,59,Graduate,Salaried,30,3,Single,418053,12703,1,13219,205214,491435,682,1,0,4,0,484795,60,Education,34837.75,37.94,1.16,8915.75,Rejected,0
APP_00541,Alicia Duncan,61,Graduate,Contract,11,4,Married,614649,24530,4,23049,220603,1092221,667,25,0,7,0,316833,84,Personal,51220.75,45.0,0.515,3641.75,Approved,0
APP_00542,Jodi Ellis,26,High School,Business Owner,6,4,Married,707509,21193,1,12140,207825,578733,646,6,1,7,3,468404,12,Personal,58959.08,20.59,0.662,25626.08,Rejected,1
APP_00543,Kyle Mann,37,Diploma,Salaried,3,0,Single,208993,9576,0,0,123314,448187,546,4,1,2,2,50000,120,Business,17416.08,0.0,0.239,7840.08,Rejected,1
APP_00544,Jamie Daniels,39,Postgraduate,Salaried,17,0,Married,710328,26595,0,0,357294,1452823,618,9,0,8,0,1092687,84,Personal,59194.0,0.0,1.538,32599.0,Rejected,0
APP_00545,Cheryl Thompson,39,Diploma,Salaried,1,2,Married,679801,25233,2,25492,247636,1585643,661,13,0,1,1,1037514,24,Vehicle,56650.08,45.0,1.526,5925.08,Rejected,1
APP_00546,Tara Neal,57,High School,Contract,2,1,Single,586947,18996,1,11928,231598,1120939,603,13,1,3,0,552283,48,Personal,48912.25,24.39,0.941,17988.25,Rejected,1
APP_00547,Brenda Nolan,27,Graduate,Contract,2,3,Single,877807,34618,2,16857,497798,2931715,711,2,0,4,2,731579,12,Education,73150.58,23.04,0.833,21675.58,Approved,0
APP_00548,Erica Blankenship,28,Graduate,Salaried,0,4,Single,556275,20364,1,13530,294948,244495,667,5,0,4,1,888979,48,Personal,46356.25,29.19,1.598,12462.25,Rejected,0
APP_00549,Kyle Schneider,56,Graduate,Salaried,7,1,Married,917392,15877,3,34402,10000,1343770,753,5,0,3,0,1059210,120,Vehicle,76449.33,45.0,1.155,26170.33,Approved,0
APP_00550,Sandra Reese,52,Postgraduate,Salaried,8,3,Married,688979,26019,1,12007,295269,1419692,647,4,0,6,1,518711,48,Personal,57414.92,20.91,0.753,19388.92,Approved,1
APP_00551,Joshua Sandoval,48,Postgraduate,Salaried,25,1,Married,685558,21669,4,25708,226327,882454,479,15,1,1,2,271003,120,Vehicle,57129.83,45.0,0.395,9752.83,Rejected,1
APP_00552,Edward Miller,25,Postgraduate,Salaried,5,1,Married,588964,14057,0,0,241539,1466744,611,3,0,6,2,299728,48,Education,49080.33,0.0,0.509,35023.33,Approved,0
APP_00553,Ralph Hood,56,Graduate,Salaried,15,0,Single,694000,27538,1,5348,198062,996416,674,15,0,6,0,407764,120,Personal,57833.33,9.25,0.588,24947.33,Approved,0
APP_00554,Brittney Kelley,54,Diploma,Salaried,30,1,Single,774699,31447,1,6238,295220,2423777,588,5,0,8,3,498109,120,Business,64558.25,9.66,0.643,26873.25,Rejected,0
APP_00555,Michael Brady,33,Graduate,Self-Employed,2,0,Married,415319,10099,0,0,69420,1256456,731,11,1,1,2,332576,120,Home,34609.92,0.0,0.801,24510.92,Rejected,1
APP_00556,Peter Hill,22,Graduate,Business Owner,1,3,Married,1115667,22733,4,41837,371249,2488942,713,2,0,2,0,1405319,60,Vehicle,92972.25,45.0,1.26,28402.25,Approved,1
APP_00557,Angel Morales,22,Graduate,Salaried,1,3,Married,465741,17102,0,0,119763,820010,819,3,0,8,0,136071,12,Business,38811.75,0.0,0.292,21709.75,Approved,0
APP_00558,Cynthia Barnett,61,Postgraduate,Salaried,34,1,Married,756710,21622,2,15602,134798,994891,666,12,0,8,1,697273,120,Business,63059.17,24.74,0.921,25835.17,Rejected,0
APP_00559,Ashley Price,63,Graduate,Contract,5,3,Married,604083,12669,0,0,266265,2170659,742,17,0,6,0,720245,24,Medical,50340.25,0.0,1.192,37671.25,Approved,0
APP_00560,Jennifer Wheeler,46,Graduate,Contract,18,1,Single,525668,21773,4,19712,284802,1395135,611,21,0,8,1,192896,24,Home,43805.67,45.0,0.367,2320.67,Approved,0
